Mileage,Model,Levy,Prod. year,Manufacturer,Engine volume,Airbags,Color,Category,Fuel type,Gear box type,Leather interior,Price
96360,X4,765.0,2015,BMW,2.0,12,White,Jeep,Petrol,Automatic,True,14269
114500,Accent,531.0,2012,HYUNDAI,1.6,4,Silver,Sedan,Diesel,Automatic,True,13589
136542,RX 350,1399.0,2010,LEXUS,3.5,0,Blue,Jeep,Petrol,Automatic,True,3450
121899,Actyon,836.0,2010,SSANGYONG,2.0,4,Black,Jeep,Diesel,Automatic,True,20005
101000,Montero,1057.6153846153845,2003,MITSUBISHI,3.8,4,White,Jeep,CNG,Tiptronic,True,9408
86234,Cooper F-56,501.0,2014,MINI,1.5,10,Black,Coupe,Petrol,Manual,True,18503
142000,Prius,850.5492087996912,2011,TOYOTA,1.8,12,Beige,Hatchback,Hybrid,Variator,False,17249
145227,ML 350,919.0,2012,MERCEDES-BENZ,3.0,12,Grey,Jeep,Diesel,Automatic,True,157
275000,528,1082.2991631799164,2009,BMW,3.0,8,Black,Sedan,Petrol,Tiptronic,True,14740
150000,Prius,850.5492087996912,2010,TOYOTA,1.8,10,White,Hatchback,Hybrid,Variator,False,17876
91930,Gentra,790.0,2009,DAEWOO,1.6,4,Silver,Sedan,Petrol,Automatic,True,3763
158128,G37,1234.0,2011,INFINITI,3.7,12,Silver,Sedan,Petrol,Automatic,True,470
246600,ML 350,1018.0,2011,MERCEDES-BENZ,3.0,0,Grey,Jeep,Diesel,Automatic,True,12074
131000,Escape,1024.0,2010,FORD,2.5,10,Grey,Jeep,Hybrid,Automatic,True,17249
357806,320,1082.2991631799164,1996,BMW,2.0,2,Blue,Coupe,Petrol,Manual,False,6586
72030,Korando,639.0,2014,SSANGYONG,2.0,4,Blue,Jeep,Diesel,Automatic,True,28830
350421,Avenger,1086.0,2012,DODGE,3.6,12,Grey,Sedan,Petrol,Automatic,True,392
171200,Insight,574.0,2010,HONDA,1.3,0,Red,Sedan,Petrol,Tiptronic,False,11917
185000,FIT,803.8573975044563,2009,HONDA,1.3,6,Grey,Hatchback,Petrol,Automatic,False,8781
349288,Escape,289.0,2008,FORD,0.4,0,Blue,Jeep,Hybrid,Automatic,True,1333
88795,Fusion,382.0,2015,FORD,2.0,0,Black,Sedan,Hybrid,Automatic,True,2587
46000,Picanto,798.4470588235295,2017,KIA,1.2,4,Silver,Sedan,Petrol,Manual,False,14000
78424,CHR,1077.0,2019,TOYOTA,2.0,12,Red,Jeep,Petrol,Automatic,True,5488
127515,Camry,609.0,2018,TOYOTA,2.5,12,Black,Sedan,Hybrid,Automatic,True,9722
132630,E 350,1172.0,2011,MERCEDES-BENZ,3.5,12,Silver,Sedan,Diesel,Automatic,True,314
159382,Prius,761.0,2010,TOYOTA,1.8,12,White,Hatchback,Hybrid,Automatic,True,3293
157584,A4,640.0,2013,AUDI,2.0,0,Black,Sedan,Petrol,Automatic,True,282
58285,RAV 4,934.0,2015,TOYOTA,2.5,0,Blue,Jeep,Petrol,Automatic,True,23521
122488,Cruze,475.0,2012,CHEVROLET,1.4,16,Golden,Sedan,Petrol,Tiptronic,False,12858
25635,Elantra,831.0,2017,HYUNDAI,1.6,12,Black,Sedan,Petrol,Automatic,True,1019
168000,Airtrek,1057.6153846153845,2002,MITSUBISHI,2.0,4,White,Jeep,Petrol,Tiptronic,False,8781
55000,2103 03,640.0,1981,VAZ,1.3,0,Orange,Sedan,Petrol,Manual,True,2800
49232,Cruze,789.0,2009,CHEVROLET,1.6,4,Silver,Sedan,Petrol,Automatic,True,6272
118907,528,765.0,2015,BMW,2.0,12,White,Sedan,Petrol,Automatic,True,549
108000,X1,640.0,2013,BMW,2.0,12,Black,Jeep,Petrol,Tiptronic,True,28225
124000,Corolla LE,586.0,2012,TOYOTA,1.8,12,Black,Sedan,Petrol,Automatic,False,16308
193267,ML 350,1058.0,2012,MERCEDES-BENZ,3.5,12,Grey,Jeep,Diesel,Automatic,True,22266
175614,E 350,1598.0,2008,MERCEDES-BENZ,3.0,12,Black,Sedan,Diesel,Automatic,True,2430
287146,Prius,761.0,2010,TOYOTA,1.8,12,Blue,Hatchback,Hybrid,Automatic,True,314
123778,Prius,353.0,2015,TOYOTA,1.8,12,Grey,Hatchback,Hybrid,Automatic,True,4234
183380,I30,531.0,2012,HYUNDAI,1.6,4,Grey,Hatchback,Diesel,Automatic,True,17634
150863,Elantra,1047.0,2007,HYUNDAI,1.6,4,White,Sedan,Petrol,Automatic,True,11992
28000,Jetta,752.195205479452,2017,VOLKSWAGEN,1.4,12,White,Sedan,Petrol,Manual,True,23521
337600,Prius,843.0,2008,TOYOTA,1.5,12,Blue,Hatchback,Hybrid,Automatic,False,3920
119416,Countryman,646.3461538461538,2011,MINI,1.6,12,Blue,Jeep,Petrol,Manual,True,19757
110000,Avenger,753.0,2012,DODGE,2.4,8,Blue,Sedan,Petrol,Tiptronic,False,10976
0,Presage,830.02,2004,NISSAN,2.5,4,Beige,Minivan,CNG,Automatic,False,10000
30258,Sonata,765.0,2015,HYUNDAI,2.0,4,Silver,Sedan,LPG,Automatic,True,13799
202994,Camry,779.0,2013,TOYOTA,2.5,12,Black,Sedan,Petrol,Automatic,True,94
0,FIT,1187.0,2014,HONDA,1.4,2,Yellow,Hatchback,Hybrid,Automatic,False,10192
94000,Camry,781.0,2012,TOYOTA,2.5,10,White,Sedan,Petrol,Tiptronic,True,20071
177376,Acadia,1203.0,2011,GMC,3.6,12,Black,Jeep,Petrol,Automatic,True,2352
212762,Santa FE,639.0,2014,HYUNDAI,2.0,4,Silver,Jeep,Diesel,Automatic,True,30583
173000,Forester,779.0,2013,SUBARU,2.5,6,Blue,Jeep,Petrol,Variator,True,9095
10610,CHR,1077.0,2019,TOYOTA,2.0,12,Silver,Jeep,Petrol,Automatic,True,470
0,E 320,1281.3365810451728,2000,MERCEDES-BENZ,3.2,0,Black,Sedan,Petrol,Tiptronic,True,9500
0,Passat,752.195205479452,2001,VOLKSWAGEN,1.8,4,Blue,Sedan,CNG,Manual,False,6899
153958,Santa FE,765.0,2015,HYUNDAI,2.0,4,White,Jeep,Diesel,Automatic,True,44247
13000,Transit,825.4240766073872,2003,FORD,2.4,4,Black,Microbus,Diesel,Manual,False,2300
248705,Sonata,891.0,2016,HYUNDAI,2.0,4,Silver,Sedan,LPG,Automatic,True,15681
43340,Sorento,637.0,2014,KIA,2.0,4,White,Jeep,Diesel,Automatic,True,29793
71202,Elantra,687.0,2010,HYUNDAI,1.6,4,Silver,Sedan,Petrol,Automatic,True,16894
128000,Escape,831.0,2011,FORD,2.4,8,Silver,Jeep,Petrol,Automatic,True,14426
91400,Prius,502.0,2013,TOYOTA,1.5,12,Silver,Hatchback,Hybrid,Tiptronic,False,16935
154115,GX 470,1360.0,2013,LEXUS,4.6,0,Black,Jeep,Petrol,Automatic,True,1490
220000,Golf,752.195205479452,1996,VOLKSWAGEN,1.6,2,Black,Hatchback,Petrol,Manual,False,3763
253966,Grandeur,915.0,2014,HYUNDAI,3.0,4,White,Sedan,Petrol,Automatic,True,25205
98579,Optima,749.0,2014,KIA,2.4,0,Grey,Sedan,Petrol,Automatic,True,15681
80542,Civic,697.0,2015,HONDA,1.8,12,Grey,Sedan,Petrol,Automatic,True,2038
30374,Orlando,729.0,2016,CHEVROLET,1.6,4,Silver,Jeep,Diesel,Automatic,True,15677
75437,H1,781.0,2012,HYUNDAI,2.5,4,Grey,Minivan,Diesel,Automatic,True,22423
103589,Tucson,765.0,2015,HYUNDAI,2.0,4,Black,Jeep,Diesel,Automatic,True,32954
174926,Escape,1024.0,2010,FORD,2.5,0,Grey,Jeep,Hybrid,Automatic,True,862
124493,Fusion,333.0,2014,FORD,2.0,0,White,Sedan,Hybrid,Automatic,True,314
240000,A 190,1281.3365810451728,1987,MERCEDES-BENZ,2.0,0,Green,Sedan,Petrol,Manual,False,2822
69624,H1,862.0,2011,HYUNDAI,2.5,4,Black,Minivan,Diesel,Automatic,True,18654
311337,Sonata,765.0,2015,HYUNDAI,2.0,4,White,Sedan,LPG,Automatic,True,10976
90815,Cruze,642.0,2012,CHEVROLET,2.0,4,White,Sedan,Diesel,Automatic,True,16766
120000,Jetta,781.0,2012,VOLKSWAGEN,2.5,0,White,Sedan,Petrol,Tiptronic,True,14113
42395,A4,639.0,2014,AUDI,2.0,0,Grey,Sedan,Petrol,Automatic,True,1254
72000,C-MAX,825.4240766073872,2013,FORD,2.0,6,Grey,Hatchback,Hybrid,Automatic,False,19757
52062,Volt,382.0,2017,CHEVROLET,1.5,0,Blue,Hatchback,Hybrid,Automatic,True,26030
109344,Highlander,690.0,2016,TOYOTA,3.5,12,White,Jeep,Hybrid,Automatic,True,10663
211375,Corsa,1156.6493506493507,1996,OPEL,1.6,2,Black,Hatchback,Petrol,Manual,False,2500
10295,Encore,650.0,2016,BUICK,1.4,8,Silver,Jeep,Petrol,Tiptronic,False,25716
151594,Santa FE,707.0,2011,HYUNDAI,2.0,4,Silver,Jeep,Diesel,Automatic,True,27889
155485,Astra,792.0,2008,OPEL,1.4,6,White,Hatchback,Petrol,Manual,False,12544
274098,X5,919.0,2012,BMW,3.0,0,White,Jeep,Diesel,Automatic,True,7213
150000,Prius,850.5492087996912,2007,TOYOTA,1.5,12,Grey,Sedan,Hybrid,Automatic,True,12544
55395,Juke Juke,830.02,2012,NISSAN,1.6,12,Black,Jeep,Petrol,Automatic,True,21953
96334,H1,1091.0,2016,HYUNDAI,2.5,4,Grey,Minivan,Diesel,Automatic,True,42218
84000,Galant,1057.6153846153845,2003,MITSUBISHI,2.0,6,Black,Sedan,Petrol,Tiptronic,False,5331
125358,Volt,382.0,2017,CHEVROLET,1.5,0,Grey,Hatchback,Hybrid,Automatic,True,188
77016,REXTON,1273.0,2009,SSANGYONG,2.7,4,Silver,Jeep,Diesel,Automatic,True,9063
54822,RX 350,1273.0,2015,LEXUS,3.5,12,Black,Jeep,Petrol,Automatic,True,22266
198916,H1,777.0,2014,HYUNDAI,2.5,4,Yellow,Minivan,Diesel,Automatic,True,25264
133000,Juke,830.02,2011,NISSAN,1.6,6,Blue,Jeep,Petrol,Automatic,True,20385
51000,Prius C,850.5492087996912,2014,TOYOTA,1.5,7,White,Sedan,Hybrid,Variator,False,20071
150000,Astra,1156.6493506493507,1998,OPEL,1.6,0,Blue,Sedan,Petrol,Manual,False,6899
0,FIT,803.8573975044563,2007,HONDA,1.3,4,Silver,Hatchback,Petrol,Automatic,False,30
160000,Prius,850.5492087996912,2011,TOYOTA,1.8,6,White,Sedan,Hybrid,Automatic,False,15900
94949,CT 200h,353.0,2015,LEXUS,1.8,0,White,Hatchback,Hybrid,Automatic,True,1725
146610,Actyon,707.0,2011,SSANGYONG,2.0,4,White,Jeep,Diesel,Automatic,True,16894
78356,Captiva,833.0,2015,CHEVROLET,2.2,4,Silver,Jeep,Diesel,Automatic,True,25763
34855,Spark,362.0,2014,CHEVROLET,1.0,4,White,Sedan,Petrol,Automatic,True,8778
240000,Transit,825.4240766073872,2001,FORD,2.4,0,White,Microbus,Diesel,Manual,True,20385
180000,ML 300,1281.3365810451728,2007,MERCEDES-BENZ,3.0,12,Black,Jeep,Diesel,Tiptronic,True,25089
84640,Elantra,528.0,2014,HYUNDAI,1.6,4,White,Sedan,Petrol,Automatic,True,25889
159000,Pajero,1057.6153846153845,1997,MITSUBISHI,2.8,2,Blue,Jeep,Diesel,Automatic,True,17249
180300,V50,1202.4,2010,VOLVO,1.6,8,Black,Goods wagon,Diesel,Manual,False,16308
239917,Lacetti,583.0,2011,DAEWOO,1.6,4,White,Sedan,Petrol,Automatic,True,8097
95605,Genesis,640.0,2013,HYUNDAI,2.0,4,Black,Coupe,Petrol,Automatic,True,41048
170000,A8,932.0355029585799,2003,AUDI,3.7,8,Black,Sedan,Petrol,Tiptronic,True,34845
130478,Camry,394.0,2014,TOYOTA,2.5,12,White,Sedan,Hybrid,Automatic,True,862
107000,Transit,1195.0,2008,FORD,2.2,4,Yellow,Microbus,Diesel,Manual,False,15524
1717,Q3,891.0,2016,AUDI,2.0,0,Black,Sedan,Petrol,Automatic,True,16308
93816,Sonata,753.0,2012,HYUNDAI,2.4,0,Black,Sedan,Hybrid,Automatic,True,282
45535,H1,1327.0,2018,HYUNDAI,2.5,4,Silver,Universal,Diesel,Automatic,True,45436
148552,Elantra,645.0,2011,HYUNDAI,1.8,12,Black,Sedan,Petrol,Automatic,False,13485
175000,Escape,825.4240766073872,2008,FORD,2.3,6,Sky blue,Jeep,Hybrid,Automatic,True,13485
147542,Santa FE,765.0,2015,HYUNDAI,2.0,4,Blue,Jeep,Diesel,Automatic,True,44247
0,Astra,1156.6493506493507,1999,OPEL,2.0,4,Silver,Universal,Diesel,Automatic,False,4861
318285,E 350,1058.0,2012,MERCEDES-BENZ,3.5,12,Black,Sedan,Diesel,Automatic,True,627
83000,Caliber journey,1312.8813559322034,2010,DODGE,2.4,8,Black,Jeep,Petrol,Automatic,False,16480
169875,Cruze,707.0,2011,CHEVROLET,2.0,4,White,Sedan,Diesel,Automatic,True,9832
150000,FIT,803.8573975044563,2004,HONDA,1.3,4,Silver,Hatchback,Petrol,Variator,False,7527
107800,E 350,1055.0,2013,MERCEDES-BENZ,3.5,12,Grey,Sedan,Diesel,Automatic,True,5802
164688,Prius,586.0,2012,TOYOTA,1.8,12,White,Sedan,Plug-in Hybrid,Variator,False,6272
72407,Taurus,640.0,2013,FORD,2.0,4,White,Sedan,Petrol,Automatic,True,39499
16400,CLK 200 208,1281.3365810451728,1999,MERCEDES-BENZ,2.0,8,Blue,Coupe,Petrol,Manual,True,7527
259306,H1,862.0,2011,HYUNDAI,2.5,4,Yellow,Universal,Diesel,Automatic,True,15612
148000,Cruze,475.0,2012,CHEVROLET,1.4,10,Grey,Sedan,Petrol,Tiptronic,False,10036
239291,Sonata,891.0,2016,HYUNDAI,2.0,4,Silver,Sedan,LPG,Automatic,True,11290
103000,I30,687.0,2010,HYUNDAI,1.6,4,Grey,Hatchback,Petrol,Automatic,True,13877
112501,Camry,781.0,2012,TOYOTA,2.5,8,Sky blue,Sedan,Hybrid,Automatic,True,16935
26802,E 300,1017.0,2017,MERCEDES-BENZ,2.0,12,Black,Sedan,Diesel,Automatic,True,314
160000,FIT,803.8573975044563,2011,HONDA,1.3,2,Black,Hatchback,Hybrid,Automatic,False,12231
206608,Santa FE,642.0,2012,HYUNDAI,2.0,4,Silver,Jeep,Diesel,Automatic,True,29777
100747,Fusion,382.0,2015,FORD,2.0,0,Green,Sedan,Hybrid,Automatic,True,2822
77917,Korando,640.0,2013,SSANGYONG,2.0,4,Black,Jeep,Diesel,Automatic,True,23138
190789,Corolla,645.0,2011,TOYOTA,1.8,12,Pink,Sedan,Petrol,Automatic,True,1411
224476,FIT,803.8573975044563,2005,HONDA,1.3,3,Silver,Hatchback,Petrol,Automatic,False,8467
130478,Camry,394.0,2014,TOYOTA,2.5,12,White,Sedan,Hybrid,Automatic,True,862
210000,Combo,1156.6493506493507,2007,OPEL,1.3,2,White,Goods wagon,Diesel,Manual,False,7840
70195,328,891.0,2016,BMW,2.0,12,White,Sedan,Petrol,Automatic,True,9722
110000,Elantra,697.0,2015,HYUNDAI,1.8,8,Silver,Sedan,Petrol,Tiptronic,False,10349
189530,E 350,1399.0,2010,MERCEDES-BENZ,3.5,12,Black,Sedan,Diesel,Automatic,True,12388
0,Sonata,749.0,2014,HYUNDAI,2.4,12,Blue,Sedan,Petrol,Automatic,True,1803
189167,H1,777.0,2014,HYUNDAI,2.5,4,Grey,Minivan,Diesel,Automatic,True,27093
49439,Cruze LT,738.0,2017,CHEVROLET,1.4,6,Grey,Sedan,Petrol,Automatic,False,18033
4422,FIT,609.0,2016,HONDA,1.3,4,Silver,Hatchback,Petrol,Automatic,True,13476
86391,Elantra,810.0,2016,HYUNDAI,1.8,4,Silver,Sedan,Petrol,Automatic,True,32274
47232,Optima,640.0,2013,KIA,2.0,4,Silver,Sedan,Petrol,Automatic,True,8947
253000,E 240,1281.3365810451728,1999,MERCEDES-BENZ,2.4,5,Silver,Sedan,Petrol,Manual,False,8000
127680,Corolla,697.0,2015,TOYOTA,1.8,12,Grey,Sedan,Petrol,Automatic,True,2509
142000,Camry,1327.0,2018,TOYOTA,2.5,12,White,Sedan,Petrol,Tiptronic,False,28225
120000,Matiz,723.7224975222992,2006,CHEVROLET,0.8,4,Red,Hatchback,Petrol,Automatic,False,7840
136712,Juke,531.0,2012,NISSAN,1.6,0,White,Sedan,Petrol,Automatic,True,470
220000,Vito,1281.3365810451728,2009,MERCEDES-BENZ,2.2,4,White,Minivan,Diesel,Manual,False,19444
175126,Santa FE,639.0,2014,HYUNDAI,2.0,4,Grey,Jeep,Diesel,Automatic,True,35579
156834,Orlando,642.0,2012,CHEVROLET,2.0,4,Golden,Jeep,Diesel,Automatic,True,15125
228000,E 320,1281.3365810451728,2003,MERCEDES-BENZ,3.2,10,Black,Sedan,LPG,Tiptronic,True,16308
177000,Cr-v,803.8573975044563,2002,HONDA,2.0,8,Silver,Jeep,CNG,Manual,True,9095
53217,Optima,640.0,2013,KIA,2.0,4,Silver,Sedan,Petrol,Automatic,True,11917
0,Astra,1156.6493506493507,2000,OPEL,2.0,6,Blue,Sedan,CNG,Manual,True,6272
53000,Sportage,891.0,2016,KIA,2.0,8,Silver,Jeep,Diesel,Tiptronic,True,40142
160160,Elantra,586.0,2012,HYUNDAI,1.8,12,Black,Sedan,Petrol,Tiptronic,True,16935
16000,X5,1082.2991631799164,2004,BMW,3.0,8,Silver,Jeep,CNG,Tiptronic,True,16308
71561,Korando,640.0,2013,SSANGYONG,2.0,4,Grey,Jeep,Diesel,Automatic,True,24920
84000,Forester,779.0,2013,SUBARU,2.5,10,White,Jeep,Petrol,Automatic,True,22580
224349,Sonata,831.0,2011,HYUNDAI,2.4,0,Grey,Sedan,Hybrid,Automatic,True,3450
46756,Aqua,503.0,2012,TOYOTA,1.5,4,Black,Hatchback,Petrol,Automatic,True,16900
91000,Avalon,579.0,2017,TOYOTA,2.5,12,Black,Sedan,Hybrid,Tiptronic,True,37633
134000,Aqua,1268.0,2012,TOYOTA,1.5,0,Silver,Hatchback,Hybrid,Variator,False,10349
167000,S 550,1281.3365810451728,2007,MERCEDES-BENZ,5.5,12,Silver,Sedan,LPG,Tiptronic,True,40769
206400,328,642.0,2012,BMW,2.0,12,Black,Sedan,Petrol,Tiptronic,True,26657
150000,Elantra,730.0,2016,HYUNDAI,1.6,4,White,Sedan,Diesel,Automatic,True,22549
159048,Elantra,687.0,2010,HYUNDAI,1.6,4,Silver,Sedan,Petrol,Automatic,True,13771
140123,Tucson,836.0,2010,HYUNDAI,2.0,4,Black,Jeep,Diesel,Automatic,True,15957
321890,Jetta,640.0,2013,VOLKSWAGEN,2.0,12,Silver,Sedan,Diesel,Automatic,True,157
77205,E 350,1493.0,2016,MERCEDES-BENZ,3.5,12,Grey,Sedan,Diesel,Automatic,True,1568
59200,Tiguan,752.195205479452,2014,VOLKSWAGEN,2.0,12,Silver,Jeep,Petrol,Tiptronic,True,27911
125386,Elantra,697.0,2015,HYUNDAI,1.8,12,White,Jeep,Petrol,Automatic,True,4391
195982,X5,919.0,2012,BMW,3.0,12,Black,Jeep,Petrol,Automatic,True,11133
137000,Prius,649.0,2010,TOYOTA,1.5,12,White,Hatchback,Hybrid,Automatic,False,13642
124912,Camry,779.0,2013,TOYOTA,2.5,12,White,Sedan,Hybrid,Automatic,True,3763
64000,CLA 250,639.0,2014,MERCEDES-BENZ,2.0,12,White,Sedan,Petrol,Tiptronic,True,40456
172800,Optima,798.4470588235295,2014,KIA,2.4,16,Silver,Sedan,Petrol,Tiptronic,False,12544
132000,Elantra,531.0,2012,HYUNDAI,1.6,4,Silver,Sedan,Petrol,Automatic,True,18826
224863,Cr-v,803.8573975044563,1999,HONDA,2.0,0,Black,Jeep,CNG,Manual,False,9408
10000,Prius C,400.0,2018,TOYOTA,1.5,8,Grey,Hatchback,Hybrid,Automatic,False,31047
90000,Tucson,891.0,2016,HYUNDAI,2.0,4,White,Jeep,Diesel,Automatic,True,37580
201000,Fusion,530.0,2013,FORD,1.6,12,Silver,Sedan,Petrol,Tiptronic,False,9722
47543,Cruze,723.7224975222992,2016,CHEVROLET,1.4,12,Sky blue,Sedan,Petrol,Tiptronic,False,20385
119619,Jetta,642.0,2012,VOLKSWAGEN,2.0,12,Black,Sedan,Diesel,Automatic,True,9408
47074,Elantra,891.0,2016,HYUNDAI,2.0,12,Silver,Hatchback,Petrol,Automatic,True,627
0,Stream,803.8573975044563,2004,HONDA,1.7,4,Silver,Minivan,Petrol,Automatic,False,6899
148310,Santa FE,642.0,2012,HYUNDAI,2.0,4,Silver,Jeep,Diesel,Automatic,True,29580
1446,Sonata,1275.0,2019,HYUNDAI,2.4,12,Black,Jeep,Petrol,Automatic,True,9565
64000,Passat,584.0,2014,VOLKSWAGEN,1.8,0,White,Sedan,Petrol,Automatic,True,15681
88000,Elantra,891.0,2016,HYUNDAI,2.0,8,Black,Sedan,Petrol,Automatic,False,25089
183342,Optima,753.0,2012,KIA,2.4,4,Grey,Sedan,Petrol,Tiptronic,False,11290
113000,Fusion,530.0,2013,FORD,1.6,4,Grey,Sedan,Petrol,Tiptronic,False,11604
180000,Prius,988.0,2007,TOYOTA,1.5,12,Red,Sedan,Petrol,Automatic,False,11917
241227,Camry,456.0,2015,TOYOTA,2.5,12,Silver,Sedan,Hybrid,Automatic,True,9722
156000,Transit,1195.0,2008,FORD,2.2,2,White,Goods wagon,Diesel,Manual,False,11604
59179,Civic,697.0,2015,HONDA,1.8,4,White,Sedan,Petrol,Automatic,True,41193
62000,FIT,446.0,2014,HONDA,1.3,4,White,Hatchback,Petrol,Automatic,True,24239
256000,Escape,1347.0,2008,FORD,2.5,12,Sky blue,Jeep,Hybrid,Automatic,True,16308
260000,A3,932.0355029585799,2004,AUDI,2.0,4,Silver,Coupe,Diesel,Manual,True,9722
143619,RX 450,603.0,2015,LEXUS,3.5,12,Black,Jeep,Hybrid,Automatic,True,13956
189530,E 350,1399.0,2010,MERCEDES-BENZ,3.5,12,Black,Sedan,Diesel,Automatic,True,12388
165000,Terrano,830.02,1998,NISSAN,2.7,1,Red,Jeep,Diesel,Manual,False,8624
145000,FIT,803.8573975044563,2008,HONDA,1.5,4,Blue,Hatchback,Petrol,Tiptronic,False,12858
102118,REXTON,765.0,2015,SSANGYONG,2.0,4,Blue,Jeep,Diesel,Automatic,True,45044
125000,Insight,803.8573975044563,2009,HONDA,1.3,9,White,Sedan,Hybrid,Automatic,False,10976
250005,XV,765.0,2015,SUBARU,2.0,0,Black,Jeep,Petrol,Automatic,True,19444
29333,RAV 4,1249.0,2017,TOYOTA,2.5,12,Grey,Jeep,Petrol,Automatic,True,706
256000,Allroad,932.0355029585799,2005,AUDI,2.7,4,Silver,Sedan,Petrol,Tiptronic,True,11917
186542,ML 350,1172.0,2011,MERCEDES-BENZ,3.5,12,White,Jeep,Diesel,Automatic,True,2038
87681,REXTON,639.0,2014,SSANGYONG,2.0,4,Black,Jeep,Diesel,Automatic,True,45633
204000,Celica,850.5492087996912,2000,TOYOTA,1.8,6,Silver,Coupe,Petrol,Manual,True,5645
114577,FIT,447.0,2013,HONDA,1.3,4,Brown,Hatchback,Petrol,Automatic,True,6611
222000,Transit,825.4240766073872,2008,FORD,2.2,2,White,Minivan,Diesel,Manual,True,18817
300000,V 230,1281.3365810451728,1998,MERCEDES-BENZ,2.3,8,Black,Minivan,CNG,Manual,True,10976
160000,Altezza,850.5492087996912,2001,TOYOTA,2.0,2,Blue,Sedan,Petrol,Tiptronic,False,10036
127000,Camry,779.0,2013,TOYOTA,2.5,12,Black,Sedan,Petrol,Automatic,True,23521
72000,Santa FE sport,1202.0,2017,HYUNDAI,2.4,12,Black,Jeep,Petrol,Tiptronic,False,43905
101000,CC,752.195205479452,2013,VOLKSWAGEN,3.6,8,Grey,Sedan,Petrol,Automatic,True,27598
30066,H1,1249.0,2017,HYUNDAI,2.5,4,Grey,Minivan,Diesel,Automatic,True,38731
1000,Prius,850.5492087996912,2007,TOYOTA,1.5,12,White,Sedan,Hybrid,Automatic,False,30
195200,Camry,986.0,2010,TOYOTA,2.4,10,White,Sedan,Hybrid,Variator,False,13000
180659,ML 350,1363.0,2012,MERCEDES-BENZ,4.6,12,Black,Jeep,Diesel,Automatic,True,1725
157584,A4,640.0,2013,AUDI,2.0,0,Black,Sedan,Petrol,Automatic,True,4234
120114,Fusion,431.0,2016,FORD,2.0,12,Black,Sedan,Hybrid,Automatic,True,1646
179381,Camry,394.0,2014,TOYOTA,2.5,12,Black,Sedan,Hybrid,Automatic,True,11133
93000,Camry,1058.0,2012,TOYOTA,3.5,10,Black,Sedan,Petrol,Tiptronic,True,25089
91000,Elantra,697.0,2015,HYUNDAI,1.8,12,Silver,Sedan,Petrol,Automatic,False,13799
256000,Caliber,966.0,2009,DODGE,2.0,8,Silver,Hatchback,Petrol,Variator,False,7840
119352,Cruze,738.0,2017,CHEVROLET,1.4,12,Black,Sedan,Petrol,Automatic,True,1882
158642,Genesis,966.0,2009,HYUNDAI,2.0,4,Grey,Coupe,Petrol,Automatic,True,15624
198000,X5,1082.2991631799164,2000,BMW,4.4,6,Silver,Jeep,CNG,Automatic,True,6899
165000,Cayenne s,1192.576923076923,2004,PORSCHE,4.5,0,Silver,Jeep,Petrol,Tiptronic,False,11290
106442,Altima,777.0,2014,NISSAN,2.5,12,Black,Sedan,Petrol,Automatic,True,1411
142394,CT 200h,586.0,2012,LEXUS,1.8,0,White,Hatchback,Hybrid,Automatic,True,627
195996,Santa FE,891.0,2016,HYUNDAI,2.0,4,White,Jeep,Diesel,Automatic,True,38562
161994,335,917.0,2013,BMW,3.0,12,Black,Sedan,Petrol,Automatic,True,627
61208,Sonata,707.0,2011,HYUNDAI,2.0,4,White,Sedan,LPG,Automatic,True,7056
212800,GS 450,1058.0,2012,LEXUS,3.5,8,Grey,Sedan,Hybrid,Tiptronic,True,47042
39552,Camry,607.0,2019,TOYOTA,2.5,12,Black,Sedan,Hybrid,Automatic,True,251
219150,Camry,777.0,2014,TOYOTA,2.5,12,White,Sedan,Petrol,Automatic,True,12858
121840,Elantra,810.0,2016,HYUNDAI,1.8,12,Blue,Sedan,Petrol,Automatic,True,1568
127515,Camry,609.0,2018,TOYOTA,2.5,12,Black,Sedan,Hybrid,Automatic,True,9722
120805,H1,862.0,2011,HYUNDAI,2.5,4,Black,Minivan,Diesel,Automatic,True,22266
144000,Prius,585.0,2013,TOYOTA,1.8,10,Silver,Hatchback,Plug-in Hybrid,Automatic,False,10976
111365,Malibu,765.0,2015,CHEVROLET,2.0,4,Grey,Sedan,Diesel,Automatic,True,25744
95000,Volt,475.0,2012,CHEVROLET,1.4,4,Grey,Sedan,Plug-in Hybrid,Automatic,False,16621
103677,Camry XLE,394.0,2014,TOYOTA,2.5,8,Blue,Sedan,Hybrid,Tiptronic,True,30420
120000,Elantra,584.0,2014,HYUNDAI,1.8,0,Silver,Sedan,Petrol,Tiptronic,False,12544
51604,Santa FE,836.0,2010,HYUNDAI,2.0,4,White,Jeep,Diesel,Automatic,True,10964
265210,X5,1211.0,2010,BMW,3.0,0,Black,Jeep,Diesel,Automatic,True,1882
124958,A4,707.0,2011,AUDI,2.0,12,White,Sedan,Petrol,Automatic,True,1646
133280,Elantra GT,799.6990400903444,2013,HYUNDAI,1.8,10,Black,Hatchback,Petrol,Tiptronic,False,21639
0,Juke,583.0,2011,NISSAN,1.6,0,Black,Jeep,Petrol,Automatic,True,470
93100,March,494.0,2015,NISSAN,1.2,4,Black,Hatchback,Petrol,Automatic,True,5987
229854,X5,1405.0,2009,BMW,3.0,0,Green,Jeep,Diesel,Automatic,True,1803
